area,item,year,value_tonnes
Italy,"Cheese from milk of buffalo, fresh or processed",1968,3495.0
Italy,"Cheese from milk of buffalo, fresh or processed",1969,4590.1
Italy,"Cheese from milk of buffalo, fresh or processed",1970,4159.05
Italy,"Cheese from milk of buffalo, fresh or processed",1971,5126.0
Italy,"Cheese from milk of buffalo, fresh or processed",1972,6477.4
Italy,"Cheese from milk of buffalo, fresh or processed",1973,6605.55
Italy,"Cheese from milk of buffalo, fresh or processed",1974,7502.6
Italy,"Cheese from milk of buffalo, fresh or processed",1975,6593.9
Italy,"Cheese from milk of buffalo, fresh or processed",1976,5871.6
Italy,"Cheese from milk of buffalo, fresh or processed",1977,6291.0
Italy,"Cheese from milk of buffalo, fresh or processed",1978,6524.0
Italy,"Cheese from milk of buffalo, fresh or processed",1979,6850.2
Italy,"Cheese from milk of buffalo, fresh or processed",1980,6990.0
Italy,"Cheese from milk of buffalo, fresh or processed",1981,7090.19
Italy,"Cheese from milk of buffalo, fresh or processed",1982,7106.5
Italy,"Cheese from milk of buffalo, fresh or processed",1983,7129.8
Italy,"Cheese from milk of buffalo, fresh or processed",1984,7456.0
Italy,"Cheese from milk of buffalo, fresh or processed",1985,7572.5
Italy,"Cheese from milk of buffalo, fresh or processed",1986,7922.0
Italy,"Cheese from milk of buffalo, fresh or processed",1987,8201.6
Italy,"Cheese from milk of buffalo, fresh or processed",1988,8527.8
Italy,"Cheese from milk of buffalo, fresh or processed",1989,10450.05
Italy,"Cheese from milk of buffalo, fresh or processed",1990,4660.0
Italy,"Cheese from milk of buffalo, fresh or processed",1991,4846.4
Italy,"Cheese from milk of buffalo, fresh or processed",1992,5661.9
Italy,"Cheese from milk of buffalo, fresh or processed",1993,7898.7
Italy,"Cheese from milk of buffalo, fresh or processed",1994,8830.7
Italy,"Cheese from milk of buffalo, fresh or processed",1995,8644.3
Italy,"Cheese from milk of buffalo, fresh or processed",1996,12873.25
Italy,"Cheese from milk of buffalo, fresh or processed",1997,14111.06
Italy,"Cheese from milk of buffalo, fresh or processed",1998,14679.0
Italy,"Cheese from milk of buffalo, fresh or processed",1999,14550.85
Italy,"Cheese from milk of buffalo, fresh or processed",2000,14923.65
Italy,"Cheese from milk of buffalo, fresh or processed",2001,15634.3
Italy,"Cheese from milk of buffalo, fresh or processed",2002,15611.0
Italy,"Cheese from milk of buffalo, fresh or processed",2003,15727.5
Italy,"Cheese from milk of buffalo, fresh or processed",2004,15727.5
Italy,"Cheese from milk of buffalo, fresh or processed",2005,15727.5
Italy,"Cheese from milk of buffalo, fresh or processed",2006,15727.5
Italy,"Cheese from milk of buffalo, fresh or processed",2007,15727.5
Italy,"Cheese from milk of buffalo, fresh or processed",2008,15727.5
Italy,"Cheese from milk of buffalo, fresh or processed",2009,15727.5
Italy,"Cheese from milk of buffalo, fresh or processed",2010,36390.0
Italy,"Cheese from milk of buffalo, fresh or processed",2011,41720.0
Italy,"Cheese from milk of buffalo, fresh or processed",2012,41360.0
Italy,"Cheese from milk of buffalo, fresh or processed",2013,44340.0
Italy,"Cheese from milk of buffalo, fresh or processed",2014,45600.0
Italy,"Cheese from milk of buffalo, fresh or processed",2015,48840.0
Italy,"Cheese from milk of buffalo, fresh or processed",2016,49940.0
Italy,"Cheese from milk of buffalo, fresh or processed",2017,54060.0
Italy,"Cheese from milk of buffalo, fresh or processed",2018,55320.0
Italy,"Cheese from milk of buffalo, fresh or processed",2019,56040.0
Italy,"Cheese from milk of buffalo, fresh or processed",2020,52540.0
Italy,"Cheese from milk of buffalo, fresh or processed",2021,55760.0
Italy,"Cheese from milk of buffalo, fresh or processed",2022,55780.0
Italy,"Cheese from milk of buffalo, fresh or processed",2023,55800.0
Italy,"Cheese from milk of goats, fresh or processed",1961,7239.0
Italy,"Cheese from milk of goats, fresh or processed",1962,7012.5
Italy,"Cheese from milk of goats, fresh or processed",1963,8796.0
Italy,"Cheese from milk of goats, fresh or processed",1964,8886.0
Italy,"Cheese from milk of goats, fresh or processed",1965,7692.0
Italy,"Cheese from milk of goats, fresh or processed",1966,5088.3
Italy,"Cheese from milk of goats, fresh or processed",1967,5035.0
Italy,"Cheese from milk of goats, fresh or processed",1968,4413.2
Italy,"Cheese from milk of goats, fresh or processed",1969,5047.3
Italy,"Cheese from milk of goats, fresh or processed",1970,5950.7
Italy,"Cheese from milk of goats, fresh or processed",1971,4741.2
Italy,"Cheese from milk of goats, fresh or processed",1972,5020.0
Italy,"Cheese from milk of goats, fresh or processed",1973,4777.0
Italy,"Cheese from milk of goats, fresh or processed",1974,4960.0
Italy,"Cheese from milk of goats, fresh or processed",1975,4702.8
Italy,"Cheese from milk of goats, fresh or processed",1976,4719.2
Italy,"Cheese from milk of goats, fresh or processed",1977,5280.0
Italy,"Cheese from milk of goats, fresh or processed",1978,5144.0
Italy,"Cheese from milk of goats, fresh or processed",1979,5521.0
Italy,"Cheese from milk of goats, fresh or processed",1980,5951.6
Italy,"Cheese from milk of goats, fresh or processed",1981,6180.0
Italy,"Cheese from milk of goats, fresh or processed",1982,6536.0
Italy,"Cheese from milk of goats, fresh or processed",1983,6377.0
Italy,"Cheese from milk of goats, fresh or processed",1984,6500.0
Italy,"Cheese from milk of goats, fresh or processed",1985,6780.0
Italy,"Cheese from milk of goats, fresh or processed",1986,6810.0
Italy,"Cheese from milk of goats, fresh or processed",1987,6990.5
Italy,"Cheese from milk of goats, fresh or processed",1988,7180.0
Italy,"Cheese from milk of goats, fresh or processed",1989,7200.0
Italy,"Cheese from milk of goats, fresh or processed",1990,7760.0
Italy,"Cheese from milk of goats, fresh or processed",1991,6820.0
Italy,"Cheese from milk of goats, fresh or processed",1992,6340.0
Italy,"Cheese from milk of goats, fresh or processed",1993,7750.0
Italy,"Cheese from milk of goats, fresh or processed",1994,7910.0
Italy,"Cheese from milk of goats, fresh or processed",1995,7200.0
Italy,"Cheese from milk of goats, fresh or processed",1996,9845.4
Italy,"Cheese from milk of goats, fresh or processed",1997,7130.0
Italy,"Cheese from milk of goats, fresh or processed",1998,6600.0
Italy,"Cheese from milk of goats, fresh or processed",1999,7540.0
Italy,"Cheese from milk of goats, fresh or processed",2000,8580.0
Italy,"Cheese from milk of goats, fresh or processed",2001,8240.0
Italy,"Cheese from milk of goats, fresh or processed",2002,8660.0
Italy,"Cheese from milk of goats, fresh or processed",2003,8690.0
Italy,"Cheese from milk of goats, fresh or processed",2004,8340.0
Italy,"Cheese from milk of goats, fresh or processed",2005,7640.0
Italy,"Cheese from milk of goats, fresh or processed",2006,2701.1
Italy,"Cheese from milk of goats, fresh or processed",2007,2618.3
Italy,"Cheese from milk of goats, fresh or processed",2008,1852.0
Italy,"Cheese from milk of goats, fresh or processed",2009,3180.0
Italy,"Cheese from milk of goats, fresh or processed",2010,3400.0
Italy,"Cheese from milk of goats, fresh or processed",2011,3550.0
Italy,"Cheese from milk of goats, fresh or processed",2012,3640.0
Italy,"Cheese from milk of goats, fresh or processed",2013,4540.0
Italy,"Cheese from milk of goats, fresh or processed",2014,4520.0
Italy,"Cheese from milk of goats, fresh or processed",2015,6230.0
Italy,"Cheese from milk of goats, fresh or processed",2016,6110.0
Italy,"Cheese from milk of goats, fresh or processed",2017,6530.0
Italy,"Cheese from milk of goats, fresh or processed",2018,7180.0
Italy,"Cheese from milk of goats, fresh or processed",2019,7420.0
Italy,"Cheese from milk of goats, fresh or processed",2020,6790.0
Italy,"Cheese from milk of goats, fresh or processed",2021,7100.0
Italy,"Cheese from milk of goats, fresh or processed",2022,7230.0
Italy,"Cheese from milk of goats, fresh or processed",2023,7360.0
Italy,"Cheese from milk of sheep, fresh or processed",1961,59268.8
Italy,"Cheese from milk of sheep, fresh or processed",1962,57362.08
Italy,"Cheese from milk of sheep, fresh or processed",1963,56980.6
Italy,"Cheese from milk of sheep, fresh or processed",1964,56695.0
Italy,"Cheese from milk of sheep, fresh or processed",1965,59078.4
Italy,"Cheese from milk of sheep, fresh or processed",1966,62803.44
Italy,"Cheese from milk of sheep, fresh or processed",1967,59942.0
Italy,"Cheese from milk of sheep, fresh or processed",1968,53613.58
Italy,"Cheese from milk of sheep, fresh or processed",1969,58853.83
Italy,"Cheese from milk of sheep, fresh or processed",1970,60128.15
Italy,"Cheese from milk of sheep, fresh or processed",1971,57537.52
Italy,"Cheese from milk of sheep, fresh or processed",1972,58789.4
Italy,"Cheese from milk of sheep, fresh or processed",1973,59109.0
Italy,"Cheese from milk of sheep, fresh or processed",1974,61659.0
Italy,"Cheese from milk of sheep, fresh or processed",1975,63563.0
Italy,"Cheese from milk of sheep, fresh or processed",1976,66487.0
Italy,"Cheese from milk of sheep, fresh or processed",1977,67779.0
Italy,"Cheese from milk of sheep, fresh or processed",1978,70905.3
Italy,"Cheese from milk of sheep, fresh or processed",1979,75058.4
Italy,"Cheese from milk of sheep, fresh or processed",1980,76145.72
Italy,"Cheese from milk of sheep, fresh or processed",1981,77883.8
Italy,"Cheese from milk of sheep, fresh or processed",1982,77086.5
Italy,"Cheese from milk of sheep, fresh or processed",1983,77902.5
Italy,"Cheese from milk of sheep, fresh or processed",1984,78829.0
Italy,"Cheese from milk of sheep, fresh or processed",1985,81022.0
Italy,"Cheese from milk of sheep, fresh or processed",1986,81056.0
Italy,"Cheese from milk of sheep, fresh or processed",1987,81653.55
Italy,"Cheese from milk of sheep, fresh or processed",1988,82756.0
Italy,"Cheese from milk of sheep, fresh or processed",1989,82909.0
Italy,"Cheese from milk of sheep, fresh or processed",1990,83402.0
Italy,"Cheese from milk of sheep, fresh or processed",1991,82892.0
Italy,"Cheese from milk of sheep, fresh or processed",1992,93738.0
Italy,"Cheese from milk of sheep, fresh or processed",1993,94962.0
Italy,"Cheese from milk of sheep, fresh or processed",1994,98022.0
Italy,"Cheese from milk of sheep, fresh or processed",1995,97580.0
Italy,"Cheese from milk of sheep, fresh or processed",1996,91919.0
Italy,"Cheese from milk of sheep, fresh or processed",1997,85884.0
Italy,"Cheese from milk of sheep, fresh or processed",1998,99739.0
Italy,"Cheese from milk of sheep, fresh or processed",1999,82977.0
Italy,"Cheese from milk of sheep, fresh or processed",2000,84303.0
Italy,"Cheese from milk of sheep, fresh or processed",2001,89437.0
Italy,"Cheese from milk of sheep, fresh or processed",2002,90015.0
Italy,"Cheese from milk of sheep, fresh or processed",2003,82926.0
Italy,"Cheese from milk of sheep, fresh or processed",2004,81940.34
Italy,"Cheese from milk of sheep, fresh or processed",2005,80248.33
Italy,"Cheese from milk of sheep, fresh or processed",2006,83010.83
Italy,"Cheese from milk of sheep, fresh or processed",2007,84305.38
Italy,"Cheese from milk of sheep, fresh or processed",2008,82373.5
Italy,"Cheese from milk of sheep, fresh or processed",2009,66103.0
Italy,"Cheese from milk of sheep, fresh or processed",2010,68470.0
Italy,"Cheese from milk of sheep, fresh or processed",2011,66870.0
Italy,"Cheese from milk of sheep, fresh or processed",2012,67780.0
Italy,"Cheese from milk of sheep, fresh or processed",2013,65370.0
Italy,"Cheese from milk of sheep, fresh or processed",2014,62640.0
Italy,"Cheese from milk of sheep, fresh or processed",2015,65520.0
Italy,"Cheese from milk of sheep, fresh or processed",2016,72580.0
Italy,"Cheese from milk of sheep, fresh or processed",2017,71450.0
Italy,"Cheese from milk of sheep, fresh or processed",2018,75880.0
Italy,"Cheese from milk of sheep, fresh or processed",2019,77870.0
Italy,"Cheese from milk of sheep, fresh or processed",2020,72760.0
Italy,"Cheese from milk of sheep, fresh or processed",2021,74440.0
Italy,"Cheese from milk of sheep, fresh or processed",2022,74100.0
Italy,"Cheese from milk of sheep, fresh or processed",2023,73760.0
Italy,Cheese from skimmed cow milk,1961,0.0
Italy,Cheese from skimmed cow milk,1962,0.0
Italy,Cheese from skimmed cow milk,1963,0.0
Italy,Cheese from skimmed cow milk,1964,0.0
Italy,Cheese from skimmed cow milk,1965,0.0
Italy,Cheese from skimmed cow milk,1966,0.0
Italy,Cheese from skimmed cow milk,1967,0.0
Italy,Cheese from skimmed cow milk,1968,0.0
Italy,Cheese from skimmed cow milk,1969,0.0
Italy,Cheese from skimmed cow milk,1970,0.0
Italy,Cheese from skimmed cow milk,1971,0.0
Italy,Cheese from skimmed cow milk,1972,0.0
Italy,Cheese from skimmed cow milk,1973,0.0
Italy,Cheese from skimmed cow milk,1974,0.0
Italy,Cheese from skimmed cow milk,1975,0.0
Italy,Cheese from skimmed cow milk,1976,0.0
Italy,Cheese from skimmed cow milk,1977,0.0
Italy,Cheese from skimmed cow milk,1978,0.0
Italy,Cheese from skimmed cow milk,1979,0.0
Italy,Cheese from skimmed cow milk,1980,0.0
Italy,Cheese from skimmed cow milk,1981,0.0
Italy,Cheese from skimmed cow milk,1982,0.0
Italy,Cheese from skimmed cow milk,1983,0.0
Italy,Cheese from skimmed cow milk,1984,0.0
Italy,Cheese from skimmed cow milk,1985,0.0
Italy,Cheese from skimmed cow milk,1986,0.0
Italy,Cheese from skimmed cow milk,1987,0.0
Italy,Cheese from skimmed cow milk,1988,1000.0
Italy,Cheese from skimmed cow milk,1989,1000.0
Italy,Cheese from skimmed cow milk,1990,1000.0
Italy,Cheese from skimmed cow milk,1991,1000.0
Italy,Cheese from skimmed cow milk,1992,1000.0
Italy,Cheese from skimmed cow milk,1993,1000.0
Italy,Cheese from skimmed cow milk,1994,1000.0
Italy,Cheese from skimmed cow milk,1995,0.0
Italy,Cheese from skimmed cow milk,1996,0.0
Italy,Cheese from skimmed cow milk,1997,0.0
Italy,Cheese from skimmed cow milk,1998,0.0
Italy,Cheese from skimmed cow milk,1999,0.0
Italy,Cheese from skimmed cow milk,2000,0.0
Italy,Cheese from skimmed cow milk,2001,0.0
Italy,Cheese from skimmed cow milk,2002,0.0
Italy,Cheese from skimmed cow milk,2003,0.0
Italy,Cheese from skimmed cow milk,2004,0.0
Italy,Cheese from skimmed cow milk,2005,0.0
Italy,Cheese from skimmed cow milk,2006,0.0
Italy,Cheese from skimmed cow milk,2007,0.0
Italy,Cheese from skimmed cow milk,2008,0.0
Italy,Cheese from skimmed cow milk,2009,0.0
Italy,Cheese from whole cow milk,1961,312900.0
Italy,Cheese from whole cow milk,1962,311100.0
Italy,Cheese from whole cow milk,1963,302900.0
Italy,Cheese from whole cow milk,1964,328700.0
Italy,Cheese from whole cow milk,1965,377100.0
Italy,Cheese from whole cow milk,1966,417700.0
Italy,Cheese from whole cow milk,1967,402100.0
Italy,Cheese from whole cow milk,1968,407200.0
Italy,Cheese from whole cow milk,1969,395600.0
Italy,Cheese from whole cow milk,1970,396100.0
Italy,Cheese from whole cow milk,1971,410900.0
Italy,Cheese from whole cow milk,1972,434700.0
Italy,Cheese from whole cow milk,1973,430700.0
Italy,Cheese from whole cow milk,1974,444180.0
Italy,Cheese from whole cow milk,1975,425401.0
Italy,Cheese from whole cow milk,1976,459657.0
Italy,Cheese from whole cow milk,1977,473592.0
Italy,Cheese from whole cow milk,1978,499908.0
Italy,Cheese from whole cow milk,1979,513577.0
Italy,Cheese from whole cow milk,1980,518881.0
Italy,Cheese from whole cow milk,1981,522133.0
Italy,Cheese from whole cow milk,1982,546413.0
Italy,Cheese from whole cow milk,1983,545064.0
Italy,Cheese from whole cow milk,1984,568518.0
Italy,Cheese from whole cow milk,1985,571838.0
Italy,Cheese from whole cow milk,1986,573732.0
Italy,Cheese from whole cow milk,1987,597620.0
Italy,Cheese from whole cow milk,1988,614974.0
Italy,Cheese from whole cow milk,1989,600635.0
Italy,Cheese from whole cow milk,1990,820577.0
Italy,Cheese from whole cow milk,1991,794216.0
Italy,Cheese from whole cow milk,1992,799029.0
Italy,Cheese from whole cow milk,1993,770620.0
Italy,Cheese from whole cow milk,1994,784515.0
Italy,Cheese from whole cow milk,1995,868400.0
Italy,Cheese from whole cow milk,1996,869900.0
Italy,Cheese from whole cow milk,1997,841700.0
Italy,Cheese from whole cow milk,1998,891402.0
Italy,Cheese from whole cow milk,1999,966700.0
Italy,Cheese from whole cow milk,2000,969700.0
Italy,Cheese from whole cow milk,2001,970300.0
Italy,Cheese from whole cow milk,2002,971700.0
Italy,Cheese from whole cow milk,2003,977300.0
Italy,Cheese from whole cow milk,2004,1002600.0
Italy,Cheese from whole cow milk,2005,1034500.0
Italy,Cheese from whole cow milk,2006,1020500.0
Italy,Cheese from whole cow milk,2007,1038390.0
Italy,Cheese from whole cow milk,2008,1046860.0
Italy,Cheese from whole cow milk,2009,1071770.0
Italy,Cheese from whole cow milk,2010,1068900.0
Italy,Cheese from whole cow milk,2011,1058900.0
Italy,Cheese from whole cow milk,2012,1090980.0
Italy,Cheese from whole cow milk,2013,1043490.0
Italy,Cheese from whole cow milk,2014,1063260.0
Italy,Cheese from whole cow milk,2015,1086080.0
Italy,Cheese from whole cow milk,2016,1103600.0
Italy,Cheese from whole cow milk,2017,1129090.0
Italy,Cheese from whole cow milk,2018,1169650.0
Italy,Cheese from whole cow milk,2019,1185970.0
Italy,Cheese from whole cow milk,2020,1212600.0
Italy,Cheese from whole cow milk,2021,1236930.0
Italy,Cheese from whole cow milk,2022,1221970.0
Italy,Cheese from whole cow milk,2023,1207190.0
Latvia,"Cheese from milk of buffalo, fresh or processed",2011,0.0
Latvia,"Cheese from milk of buffalo, fresh or processed",2012,0.0
Latvia,"Cheese from milk of buffalo, fresh or processed",2013,0.0
Latvia,"Cheese from milk of buffalo, fresh or processed",2014,0.0
Latvia,"Cheese from milk of buffalo, fresh or processed",2015,0.0
Latvia,"Cheese from milk of buffalo, fresh or processed",2017,0.0
Latvia,"Cheese from milk of buffalo, fresh or processed",2018,0.0
Latvia,"Cheese from milk of buffalo, fresh or processed",2019,0.0
Latvia,"Cheese from milk of buffalo, fresh or processed",2020,0.0
Latvia,"Cheese from milk of buffalo, fresh or processed",2021,0.0
Latvia,"Cheese from milk of buffalo, fresh or processed",2022,0.0
Latvia,"Cheese from milk of buffalo, fresh or processed",2023,0.0
Latvia,"Cheese from milk of goats, fresh or processed",2011,0.0
Latvia,"Cheese from milk of goats, fresh or processed",2012,0.0
Latvia,"Cheese from milk of goats, fresh or processed",2013,0.0
Latvia,"Cheese from milk of goats, fresh or processed",2014,0.0
Latvia,"Cheese from milk of goats, fresh or processed",2015,0.0
Latvia,"Cheese from milk of goats, fresh or processed",2017,0.0
Latvia,"Cheese from milk of goats, fresh or processed",2018,0.0
Latvia,"Cheese from milk of goats, fresh or processed",2019,0.0
Latvia,"Cheese from milk of goats, fresh or processed",2020,0.0
Latvia,"Cheese from milk of goats, fresh or processed",2021,0.0
Latvia,"Cheese from milk of goats, fresh or processed",2022,0.0
Latvia,"Cheese from milk of goats, fresh or processed",2023,0.0
Latvia,"Cheese from milk of sheep, fresh or processed",2011,0.0
Latvia,"Cheese from milk of sheep, fresh or processed",2012,0.0
Latvia,"Cheese from milk of sheep, fresh or processed",2013,0.0
Latvia,"Cheese from milk of sheep, fresh or processed",2014,0.0
Latvia,"Cheese from milk of sheep, fresh or processed",2015,0.0
Latvia,"Cheese from milk of sheep, fresh or processed",2017,0.0
Latvia,"Cheese from milk of sheep, fresh or processed",2018,0.0
Latvia,"Cheese from milk of sheep, fresh or processed",2019,0.0
Latvia,"Cheese from milk of sheep, fresh or processed",2020,0.0
Latvia,"Cheese from milk of sheep, fresh or processed",2021,0.0
Latvia,"Cheese from milk of sheep, fresh or processed",2022,0.0
Latvia,"Cheese from milk of sheep, fresh or processed",2023,0.0
Latvia,Cheese from skimmed cow milk,1992,600.0
Latvia,Cheese from skimmed cow milk,1993,600.0
Latvia,Cheese from skimmed cow milk,1994,600.0
Latvia,Cheese from skimmed cow milk,1995,400.0
Latvia,Cheese from skimmed cow milk,1996,400.0
Latvia,Cheese from skimmed cow milk,1997,400.0
Latvia,Cheese from skimmed cow milk,1998,400.0
Latvia,Cheese from skimmed cow milk,1999,400.0
Latvia,Cheese from skimmed cow milk,2000,400.0
Latvia,Cheese from skimmed cow milk,2001,400.0
Latvia,Cheese from skimmed cow milk,2002,400.0
Latvia,Cheese from skimmed cow milk,2003,400.0
Latvia,Cheese from skimmed cow milk,2004,400.0
Latvia,Cheese from skimmed cow milk,2005,400.0
Latvia,Cheese from skimmed cow milk,2006,400.0
Latvia,Cheese from skimmed cow milk,2007,400.0
Latvia,Cheese from skimmed cow milk,2008,400.0
Latvia,Cheese from skimmed cow milk,2009,400.0
Latvia,Cheese from skimmed cow milk,2010,400.0
Latvia,Cheese from skimmed cow milk,2011,400.0
Latvia,Cheese from skimmed cow milk,2012,400.0
Latvia,Cheese from skimmed cow milk,2013,400.0
Latvia,Cheese from skimmed cow milk,2014,9478.22
Latvia,Cheese from skimmed cow milk,2015,24.78
Latvia,Cheese from skimmed cow milk,2016,9062.91
Latvia,Cheese from skimmed cow milk,2017,8416.07
Latvia,Cheese from skimmed cow milk,2018,1329.77
Latvia,Cheese from skimmed cow milk,2019,623.92
Latvia,Cheese from skimmed cow milk,2020,6720.0
Latvia,Cheese from skimmed cow milk,2021,9598.8
Latvia,Cheese from skimmed cow milk,2022,869.47
Latvia,Cheese from skimmed cow milk,2023,5571.97
Latvia,Cheese from whole cow milk,1992,14800.0
Latvia,Cheese from whole cow milk,1993,12000.0
Latvia,Cheese from whole cow milk,1994,9900.0
Latvia,Cheese from whole cow milk,1995,9400.0
Latvia,Cheese from whole cow milk,1996,9285.0
Latvia,Cheese from whole cow milk,1997,11110.0
Latvia,Cheese from whole cow milk,1998,10585.0
Latvia,Cheese from whole cow milk,1999,10809.0
Latvia,Cheese from whole cow milk,2000,10680.0
Latvia,Cheese from whole cow milk,2001,12824.0
Latvia,Cheese from whole cow milk,2002,12200.0
Latvia,Cheese from whole cow milk,2003,15500.0
Latvia,Cheese from whole cow milk,2004,18500.0
Latvia,Cheese from whole cow milk,2005,20610.0
Latvia,Cheese from whole cow milk,2006,21270.0
Latvia,Cheese from whole cow milk,2007,21870.0
Latvia,Cheese from whole cow milk,2008,22150.0
Latvia,Cheese from whole cow milk,2009,26426.0
Latvia,Cheese from whole cow milk,2010,30980.0
Latvia,Cheese from whole cow milk,2011,29210.0
Latvia,Cheese from whole cow milk,2012,31330.0
Latvia,Cheese from whole cow milk,2013,32610.0
Latvia,Cheese from whole cow milk,2014,34740.0
Latvia,Cheese from whole cow milk,2015,38380.0
Latvia,Cheese from whole cow milk,2016,38630.0
Latvia,Cheese from whole cow milk,2017,46350.0
Latvia,Cheese from whole cow milk,2018,47420.0
Latvia,Cheese from whole cow milk,2019,50510.0
Latvia,Cheese from whole cow milk,2020,51910.0
Latvia,Cheese from whole cow milk,2021,52420.0
Latvia,Cheese from whole cow milk,2022,50610.0
Latvia,Cheese from whole cow milk,2023,56490.0
Lithuania,"Cheese from milk of buffalo, fresh or processed",2018,0.0
Lithuania,"Cheese from milk of buffalo, fresh or processed",2019,0.0
Lithuania,"Cheese from milk of buffalo, fresh or processed",2020,0.0
Lithuania,"Cheese from milk of buffalo, fresh or processed",2021,0.0
Lithuania,"Cheese from milk of buffalo, fresh or processed",2022,0.0
Lithuania,"Cheese from milk of buffalo, fresh or processed",2023,0.0
Lithuania,"Cheese from milk of goats, fresh or processed",2018,0.0
Lithuania,"Cheese from milk of goats, fresh or processed",2019,0.0
Lithuania,"Cheese from milk of goats, fresh or processed",2020,0.0
Lithuania,"Cheese from milk of goats, fresh or processed",2021,0.0
Lithuania,"Cheese from milk of goats, fresh or processed",2022,0.0
Lithuania,"Cheese from milk of goats, fresh or processed",2023,0.0
Lithuania,"Cheese from milk of sheep, fresh or processed",2018,0.0
Lithuania,"Cheese from milk of sheep, fresh or processed",2019,0.0
Lithuania,"Cheese from milk of sheep, fresh or processed",2020,0.0
Lithuania,"Cheese from milk of sheep, fresh or processed",2021,0.0
Lithuania,"Cheese from milk of sheep, fresh or processed",2022,0.0
Lithuania,"Cheese from milk of sheep, fresh or processed",2023,0.0
Lithuania,Cheese from skimmed cow milk,1992,7200.0
Lithuania,Cheese from skimmed cow milk,1993,5000.0
Lithuania,Cheese from skimmed cow milk,1994,4600.0
Lithuania,Cheese from skimmed cow milk,1995,5700.0
Lithuania,Cheese from skimmed cow milk,1996,6000.0
Lithuania,Cheese from skimmed cow milk,1997,6100.0
Lithuania,Cheese from skimmed cow milk,1998,6000.0
Lithuania,Cheese from skimmed cow milk,1999,5300.0
Lithuania,Cheese from skimmed cow milk,2000,5100.0
Lithuania,Cheese from skimmed cow milk,2001,5500.0
Lithuania,Cheese from skimmed cow milk,2002,5800.0
Lithuania,Cheese from skimmed cow milk,2003,6400.0
Lithuania,Cheese from skimmed cow milk,2004,7600.0
Lithuania,Cheese from skimmed cow milk,2005,7700.0
Lithuania,Cheese from skimmed cow milk,2006,20800.0
Lithuania,Cheese from skimmed cow milk,2007,22900.0
Lithuania,Cheese from skimmed cow milk,2008,30700.0
Lithuania,Cheese from skimmed cow milk,2009,34900.0
Lithuania,Cheese from skimmed cow milk,2010,31300.0
Lithuania,Cheese from skimmed cow milk,2011,30700.0
Lithuania,Cheese from skimmed cow milk,2012,40100.0
Lithuania,Cheese from skimmed cow milk,2013,35300.0
Lithuania,Cheese from skimmed cow milk,2014,41900.0
Lithuania,Cheese from skimmed cow milk,2015,40000.0
Lithuania,Cheese from skimmed cow milk,2016,40000.0
Lithuania,Cheese from skimmed cow milk,2017,40000.0
Lithuania,Cheese from skimmed cow milk,2018,38475.0
Lithuania,Cheese from skimmed cow milk,2019,16000.0
Lithuania,Cheese from skimmed cow milk,2020,28991.25
Lithuania,Cheese from skimmed cow milk,2021,33800.0
Lithuania,Cheese from skimmed cow milk,2022,28264.95
Lithuania,Cheese from skimmed cow milk,2023,23918.46
Lithuania,Cheese from whole cow milk,1992,17500.0
Lithuania,Cheese from whole cow milk,1993,19700.0
Lithuania,Cheese from whole cow milk,1994,18500.0
Lithuania,Cheese from whole cow milk,1995,16600.0
Lithuania,Cheese from whole cow milk,1996,21500.0
Lithuania,Cheese from whole cow milk,1997,29900.0
Lithuania,Cheese from whole cow milk,1998,35800.0
Lithuania,Cheese from whole cow milk,1999,35500.0
Lithuania,Cheese from whole cow milk,2000,46700.0
Lithuania,Cheese from whole cow milk,2001,56100.0
Lithuania,Cheese from whole cow milk,2002,55000.0
Lithuania,Cheese from whole cow milk,2003,56400.0
Lithuania,Cheese from whole cow milk,2004,64000.0
Lithuania,Cheese from whole cow milk,2005,72800.0
Lithuania,Cheese from whole cow milk,2006,86500.0
Lithuania,Cheese from whole cow milk,2007,77000.0
Lithuania,Cheese from whole cow milk,2008,89500.0
Lithuania,Cheese from whole cow milk,2009,74900.0
Lithuania,Cheese from whole cow milk,2010,95270.0
Lithuania,Cheese from whole cow milk,2011,102770.0
Lithuania,Cheese from whole cow milk,2012,111810.0
Lithuania,Cheese from whole cow milk,2013,113050.0
Lithuania,Cheese from whole cow milk,2014,102510.0
Lithuania,Cheese from whole cow milk,2015,100960.0
Lithuania,Cheese from whole cow milk,2016,97500.0
Lithuania,Cheese from whole cow milk,2017,99570.0
Lithuania,Cheese from whole cow milk,2018,101050.0
Lithuania,Cheese from whole cow milk,2019,97850.0
Lithuania,Cheese from whole cow milk,2020,100610.0
Lithuania,Cheese from whole cow milk,2021,97880.0
Lithuania,Cheese from whole cow milk,2022,93980.0
Lithuania,Cheese from whole cow milk,2023,95580.0
Luxembourg,"Cheese from milk of buffalo, fresh or processed",2013,0.0
Luxembourg,"Cheese from milk of buffalo, fresh or processed",2014,0.0
Luxembourg,"Cheese from milk of buffalo, fresh or processed",2015,0.0
Luxembourg,"Cheese from milk of buffalo, fresh or processed",2016,0.0
Luxembourg,"Cheese from milk of buffalo, fresh or processed",2017,0.0
Luxembourg,"Cheese from milk of buffalo, fresh or processed",2018,0.0
Luxembourg,"Cheese from milk of buffalo, fresh or processed",2019,0.0
Luxembourg,"Cheese from milk of buffalo, fresh or processed",2020,0.0
