area,item,year,value_tonnes
Bulgaria,"Cheese from milk of sheep, fresh or processed",2002,12200.0
Bulgaria,"Cheese from milk of sheep, fresh or processed",2003,12000.0
Bulgaria,"Cheese from milk of sheep, fresh or processed",2004,12500.0
Bulgaria,"Cheese from milk of sheep, fresh or processed",2005,13000.0
Bulgaria,"Cheese from milk of sheep, fresh or processed",2006,13000.0
Bulgaria,"Cheese from milk of sheep, fresh or processed",2007,11000.0
Bulgaria,"Cheese from milk of sheep, fresh or processed",2008,11000.0
Bulgaria,"Cheese from milk of sheep, fresh or processed",2009,11000.0
Bulgaria,"Cheese from milk of sheep, fresh or processed",2010,6490.0
Bulgaria,"Cheese from milk of sheep, fresh or processed",2011,6310.0
Bulgaria,"Cheese from milk of sheep, fresh or processed",2012,6240.0
Bulgaria,"Cheese from milk of sheep, fresh or processed",2013,6230.0
Bulgaria,"Cheese from milk of sheep, fresh or processed",2014,6110.0
Bulgaria,"Cheese from milk of sheep, fresh or processed",2015,4600.0
Bulgaria,"Cheese from milk of sheep, fresh or processed",2016,6350.0
Bulgaria,"Cheese from milk of sheep, fresh or processed",2017,7550.0
Bulgaria,"Cheese from milk of sheep, fresh or processed",2018,6700.0
Bulgaria,"Cheese from milk of sheep, fresh or processed",2019,6590.0
Bulgaria,"Cheese from milk of sheep, fresh or processed",2020,7210.0
Bulgaria,"Cheese from milk of sheep, fresh or processed",2021,7270.0
Bulgaria,"Cheese from milk of sheep, fresh or processed",2022,7250.0
Bulgaria,"Cheese from milk of sheep, fresh or processed",2023,6300.0
Bulgaria,Cheese from whole cow milk,1961,63812.0
Bulgaria,Cheese from whole cow milk,1962,62975.0
Bulgaria,Cheese from whole cow milk,1963,68043.0
Bulgaria,Cheese from whole cow milk,1964,69602.0
Bulgaria,Cheese from whole cow milk,1965,72170.0
Bulgaria,Cheese from whole cow milk,1966,85942.0
Bulgaria,Cheese from whole cow milk,1967,91335.0
Bulgaria,Cheese from whole cow milk,1968,74401.0
Bulgaria,Cheese from whole cow milk,1969,76059.0
Bulgaria,Cheese from whole cow milk,1970,84307.0
Bulgaria,Cheese from whole cow milk,1971,86118.0
Bulgaria,Cheese from whole cow milk,1972,83004.0
Bulgaria,Cheese from whole cow milk,1973,89960.0
Bulgaria,Cheese from whole cow milk,1974,96619.0
Bulgaria,Cheese from whole cow milk,1975,98998.0
Bulgaria,Cheese from whole cow milk,1976,105068.0
Bulgaria,Cheese from whole cow milk,1977,103204.0
Bulgaria,Cheese from whole cow milk,1978,105641.0
Bulgaria,Cheese from whole cow milk,1979,120245.0
Bulgaria,Cheese from whole cow milk,1980,109293.0
Bulgaria,Cheese from whole cow milk,1981,117316.0
Bulgaria,Cheese from whole cow milk,1982,123553.0
Bulgaria,Cheese from whole cow milk,1983,134131.0
Bulgaria,Cheese from whole cow milk,1984,135357.0
Bulgaria,Cheese from whole cow milk,1985,129535.0
Bulgaria,Cheese from whole cow milk,1986,141368.0
Bulgaria,Cheese from whole cow milk,1987,138013.0
Bulgaria,Cheese from whole cow milk,1988,147162.0
Bulgaria,Cheese from whole cow milk,1989,148605.0
Bulgaria,Cheese from whole cow milk,1990,146584.0
Bulgaria,Cheese from whole cow milk,1991,120552.0
Bulgaria,Cheese from whole cow milk,1992,87401.0
Bulgaria,Cheese from whole cow milk,1993,67523.0
Bulgaria,Cheese from whole cow milk,1994,59908.0
Bulgaria,Cheese from whole cow milk,1995,52867.0
Bulgaria,Cheese from whole cow milk,1996,48112.0
Bulgaria,Cheese from whole cow milk,1997,38395.0
Bulgaria,Cheese from whole cow milk,1998,42100.0
Bulgaria,Cheese from whole cow milk,1999,45000.0
Bulgaria,Cheese from whole cow milk,2000,50000.0
Bulgaria,Cheese from whole cow milk,2001,55300.0
Bulgaria,Cheese from whole cow milk,2002,61400.0
Bulgaria,Cheese from whole cow milk,2003,62500.0
Bulgaria,Cheese from whole cow milk,2004,59800.0
Bulgaria,Cheese from whole cow milk,2005,59000.0
Bulgaria,Cheese from whole cow milk,2006,66715.0
Bulgaria,Cheese from whole cow milk,2007,68590.0
Bulgaria,Cheese from whole cow milk,2008,64359.0
Bulgaria,Cheese from whole cow milk,2009,62851.0
Bulgaria,Cheese from whole cow milk,2010,60170.0
Bulgaria,Cheese from whole cow milk,2011,59590.0
Bulgaria,Cheese from whole cow milk,2012,58950.0
Bulgaria,Cheese from whole cow milk,2013,58350.0
Bulgaria,Cheese from whole cow milk,2014,66600.0
Bulgaria,Cheese from whole cow milk,2015,67720.0
Bulgaria,Cheese from whole cow milk,2016,68980.0
Bulgaria,Cheese from whole cow milk,2017,76440.0
Bulgaria,Cheese from whole cow milk,2018,80900.0
Bulgaria,Cheese from whole cow milk,2019,89780.0
Bulgaria,Cheese from whole cow milk,2020,90900.0
Bulgaria,Cheese from whole cow milk,2021,89890.0
Bulgaria,Cheese from whole cow milk,2022,86090.0
Bulgaria,Cheese from whole cow milk,2023,87220.0
Croatia,"Cheese from milk of buffalo, fresh or processed",2010,370.0
Croatia,"Cheese from milk of buffalo, fresh or processed",2011,330.0
Croatia,"Cheese from milk of buffalo, fresh or processed",2012,270.0
Croatia,"Cheese from milk of buffalo, fresh or processed",2013,320.0
Croatia,"Cheese from milk of buffalo, fresh or processed",2014,295.0
Croatia,"Cheese from milk of buffalo, fresh or processed",2015,270.0
Croatia,"Cheese from milk of buffalo, fresh or processed",2016,270.0
Croatia,"Cheese from milk of buffalo, fresh or processed",2017,10.0
Croatia,"Cheese from milk of buffalo, fresh or processed",2018,10.0
Croatia,"Cheese from milk of buffalo, fresh or processed",2019,10.0
Croatia,"Cheese from milk of buffalo, fresh or processed",2020,10.0
Croatia,"Cheese from milk of buffalo, fresh or processed",2021,10.0
Croatia,"Cheese from milk of buffalo, fresh or processed",2022,10.0
Croatia,"Cheese from milk of buffalo, fresh or processed",2023,20.0
Croatia,"Cheese from milk of goats, fresh or processed",2010,0.0
Croatia,"Cheese from milk of goats, fresh or processed",2011,0.0
Croatia,"Cheese from milk of goats, fresh or processed",2012,0.0
Croatia,"Cheese from milk of goats, fresh or processed",2015,60.0
Croatia,"Cheese from milk of goats, fresh or processed",2016,60.0
Croatia,"Cheese from milk of goats, fresh or processed",2017,80.0
Croatia,"Cheese from milk of goats, fresh or processed",2018,90.0
Croatia,"Cheese from milk of goats, fresh or processed",2019,140.0
Croatia,"Cheese from milk of goats, fresh or processed",2020,150.0
Croatia,"Cheese from milk of goats, fresh or processed",2021,142.0
Croatia,"Cheese from milk of goats, fresh or processed",2022,140.0
Croatia,"Cheese from milk of goats, fresh or processed",2023,210.0
Croatia,"Cheese from milk of sheep, fresh or processed",1992,575.74
Croatia,"Cheese from milk of sheep, fresh or processed",1993,484.0
Croatia,"Cheese from milk of sheep, fresh or processed",1994,626.78
Croatia,"Cheese from milk of sheep, fresh or processed",1995,465.08
Croatia,"Cheese from milk of sheep, fresh or processed",1996,521.84
Croatia,"Cheese from milk of sheep, fresh or processed",1997,642.4
Croatia,"Cheese from milk of sheep, fresh or processed",1998,687.5
Croatia,"Cheese from milk of sheep, fresh or processed",1999,844.14
Croatia,"Cheese from milk of sheep, fresh or processed",2000,952.16
Croatia,"Cheese from milk of sheep, fresh or processed",2001,898.7
Croatia,"Cheese from milk of sheep, fresh or processed",2002,1032.35
Croatia,"Cheese from milk of sheep, fresh or processed",2003,811.03
Croatia,"Cheese from milk of sheep, fresh or processed",2004,901.67
Croatia,"Cheese from milk of sheep, fresh or processed",2005,734.03
Croatia,"Cheese from milk of sheep, fresh or processed",2006,762.08
Croatia,"Cheese from milk of sheep, fresh or processed",2007,720.61
Croatia,"Cheese from milk of sheep, fresh or processed",2008,858.0
Croatia,"Cheese from milk of sheep, fresh or processed",2009,792.0
Croatia,"Cheese from milk of sheep, fresh or processed",2010,0.0
Croatia,"Cheese from milk of sheep, fresh or processed",2011,0.0
Croatia,"Cheese from milk of sheep, fresh or processed",2012,630.52
Croatia,"Cheese from milk of sheep, fresh or processed",2013,1015.19
Croatia,"Cheese from milk of sheep, fresh or processed",2014,671.0
Croatia,"Cheese from milk of sheep, fresh or processed",2015,60.0
Croatia,"Cheese from milk of sheep, fresh or processed",2016,70.0
Croatia,"Cheese from milk of sheep, fresh or processed",2017,90.0
Croatia,"Cheese from milk of sheep, fresh or processed",2018,90.0
Croatia,"Cheese from milk of sheep, fresh or processed",2019,190.0
Croatia,"Cheese from milk of sheep, fresh or processed",2020,250.0
Croatia,"Cheese from milk of sheep, fresh or processed",2021,245.0
Croatia,"Cheese from milk of sheep, fresh or processed",2022,220.0
Croatia,"Cheese from milk of sheep, fresh or processed",2023,200.0
Croatia,Cheese from whole cow milk,1992,15644.0
Croatia,Cheese from whole cow milk,1993,15524.0
Croatia,Cheese from whole cow milk,1994,16701.0
Croatia,Cheese from whole cow milk,1995,17441.0
Croatia,Cheese from whole cow milk,1996,19017.0
Croatia,Cheese from whole cow milk,1997,20878.0
Croatia,Cheese from whole cow milk,1998,18540.0
Croatia,Cheese from whole cow milk,1999,18229.0
Croatia,Cheese from whole cow milk,2000,21153.0
Croatia,Cheese from whole cow milk,2001,22674.0
Croatia,Cheese from whole cow milk,2002,22395.0
Croatia,Cheese from whole cow milk,2003,21798.0
Croatia,Cheese from whole cow milk,2004,20448.0
Croatia,Cheese from whole cow milk,2005,21000.0
Croatia,Cheese from whole cow milk,2006,22000.0
Croatia,Cheese from whole cow milk,2007,29331.0
Croatia,Cheese from whole cow milk,2008,31418.0
Croatia,Cheese from whole cow milk,2009,28000.0
Croatia,Cheese from whole cow milk,2010,28690.0
Croatia,Cheese from whole cow milk,2011,29800.0
Croatia,Cheese from whole cow milk,2012,31360.0
Croatia,Cheese from whole cow milk,2013,32300.0
Croatia,Cheese from whole cow milk,2014,31950.0
Croatia,Cheese from whole cow milk,2015,33590.0
Croatia,Cheese from whole cow milk,2016,35690.0
Croatia,Cheese from whole cow milk,2017,34500.0
Croatia,Cheese from whole cow milk,2018,30820.0
Croatia,Cheese from whole cow milk,2019,33440.0
Croatia,Cheese from whole cow milk,2020,31370.0
Croatia,Cheese from whole cow milk,2021,32360.0
Croatia,Cheese from whole cow milk,2022,33240.0
Croatia,Cheese from whole cow milk,2023,32570.0
Czechia,"Cheese from milk of buffalo, fresh or processed",2012,0.0
Czechia,"Cheese from milk of buffalo, fresh or processed",2013,0.0
Czechia,"Cheese from milk of buffalo, fresh or processed",2014,0.0
Czechia,"Cheese from milk of buffalo, fresh or processed",2022,10.0
Czechia,"Cheese from milk of goats, fresh or processed",1993,1236.75
Czechia,"Cheese from milk of goats, fresh or processed",1994,1215.67
Czechia,"Cheese from milk of goats, fresh or processed",1995,1174.2
Czechia,"Cheese from milk of goats, fresh or processed",1996,1362.6
Czechia,"Cheese from milk of goats, fresh or processed",1997,1231.05
Czechia,"Cheese from milk of goats, fresh or processed",1998,1162.72
Czechia,"Cheese from milk of goats, fresh or processed",1999,1136.55
Czechia,"Cheese from milk of goats, fresh or processed",2000,1091.55
Czechia,"Cheese from milk of goats, fresh or processed",2001,967.5
Czechia,"Cheese from milk of goats, fresh or processed",2002,768.0
Czechia,"Cheese from milk of goats, fresh or processed",2003,768.75
Czechia,"Cheese from milk of goats, fresh or processed",2004,490.05
Czechia,"Cheese from milk of goats, fresh or processed",2005,461.93
Czechia,"Cheese from milk of goats, fresh or processed",2006,444.45
Czechia,"Cheese from milk of goats, fresh or processed",2007,499.43
Czechia,"Cheese from milk of goats, fresh or processed",2008,548.17
Czechia,"Cheese from milk of goats, fresh or processed",2009,648.9
Czechia,"Cheese from milk of goats, fresh or processed",2010,663.45
Czechia,"Cheese from milk of goats, fresh or processed",2011,652.35
Czechia,"Cheese from milk of goats, fresh or processed",2012,0.0
Czechia,"Cheese from milk of goats, fresh or processed",2013,0.0
Czechia,"Cheese from milk of goats, fresh or processed",2014,634.4
Czechia,"Cheese from milk of goats, fresh or processed",2015,682.15
Czechia,"Cheese from milk of goats, fresh or processed",2016,737.78
Czechia,"Cheese from milk of goats, fresh or processed",2017,740.69
Czechia,"Cheese from milk of goats, fresh or processed",2018,858.46
Czechia,"Cheese from milk of goats, fresh or processed",2019,831.97
Czechia,"Cheese from milk of goats, fresh or processed",2020,825.87
Czechia,"Cheese from milk of goats, fresh or processed",2021,747.8
Czechia,"Cheese from milk of goats, fresh or processed",2022,74.95
Czechia,"Cheese from milk of sheep, fresh or processed",1993,112.0
Czechia,"Cheese from milk of sheep, fresh or processed",1994,89.0
Czechia,"Cheese from milk of sheep, fresh or processed",1995,90.0
Czechia,"Cheese from milk of sheep, fresh or processed",1996,90.0
Czechia,"Cheese from milk of sheep, fresh or processed",1997,90.0
Czechia,"Cheese from milk of sheep, fresh or processed",1998,90.0
Czechia,"Cheese from milk of sheep, fresh or processed",1999,90.0
Czechia,"Cheese from milk of sheep, fresh or processed",2000,90.0
Czechia,"Cheese from milk of sheep, fresh or processed",2001,90.0
Czechia,"Cheese from milk of sheep, fresh or processed",2002,90.0
Czechia,"Cheese from milk of sheep, fresh or processed",2003,90.0
Czechia,"Cheese from milk of sheep, fresh or processed",2004,90.0
Czechia,"Cheese from milk of sheep, fresh or processed",2005,55.0
Czechia,"Cheese from milk of sheep, fresh or processed",2006,22.0
Czechia,"Cheese from milk of sheep, fresh or processed",2007,45.0
Czechia,"Cheese from milk of sheep, fresh or processed",2008,50.0
Czechia,"Cheese from milk of sheep, fresh or processed",2009,52.0
Czechia,"Cheese from milk of sheep, fresh or processed",2010,50.0
Czechia,"Cheese from milk of sheep, fresh or processed",2011,52.0
Czechia,"Cheese from milk of sheep, fresh or processed",2012,0.0
Czechia,"Cheese from milk of sheep, fresh or processed",2013,0.0
Czechia,"Cheese from milk of sheep, fresh or processed",2014,0.0
Czechia,"Cheese from milk of sheep, fresh or processed",2015,0.0
Czechia,"Cheese from milk of sheep, fresh or processed",2016,51.35
Czechia,"Cheese from milk of sheep, fresh or processed",2017,0.0
Czechia,"Cheese from milk of sheep, fresh or processed",2018,0.0
Czechia,"Cheese from milk of sheep, fresh or processed",2019,0.0
Czechia,"Cheese from milk of sheep, fresh or processed",2020,0.0
Czechia,"Cheese from milk of sheep, fresh or processed",2021,0.0
Czechia,"Cheese from milk of sheep, fresh or processed",2022,7.54
Czechia,"Cheese from milk of sheep, fresh or processed",2023,0.0
Czechia,Cheese from skimmed cow milk,1993,26518.0
Czechia,Cheese from skimmed cow milk,1994,27683.0
Czechia,Cheese from skimmed cow milk,1995,28837.0
Czechia,Cheese from skimmed cow milk,1996,29645.0
Czechia,Cheese from skimmed cow milk,1997,28500.0
Czechia,Cheese from skimmed cow milk,1998,31600.0
Czechia,Cheese from skimmed cow milk,1999,25213.0
Czechia,Cheese from skimmed cow milk,2000,24002.0
Czechia,Cheese from skimmed cow milk,2001,25214.0
Czechia,Cheese from skimmed cow milk,2002,21269.0
Czechia,Cheese from skimmed cow milk,2003,19918.0
Czechia,Cheese from skimmed cow milk,2004,19913.0
Czechia,Cheese from skimmed cow milk,2005,19600.0
Czechia,Cheese from skimmed cow milk,2006,19200.0
Czechia,Cheese from skimmed cow milk,2007,18000.0
Czechia,Cheese from skimmed cow milk,2008,18000.0
Czechia,Cheese from skimmed cow milk,2009,19000.0
Czechia,Cheese from skimmed cow milk,2010,22000.0
Czechia,Cheese from skimmed cow milk,2011,19000.0
Czechia,Cheese from skimmed cow milk,2012,20000.0
Czechia,Cheese from skimmed cow milk,2013,20000.0
Czechia,Cheese from skimmed cow milk,2014,17191.57
Czechia,Cheese from skimmed cow milk,2015,19168.74
Czechia,Cheese from skimmed cow milk,2016,19539.81
Czechia,Cheese from skimmed cow milk,2017,17884.24
Czechia,Cheese from skimmed cow milk,2018,16982.6
Czechia,Cheese from skimmed cow milk,2019,36664.29
Czechia,Cheese from skimmed cow milk,2020,50171.69
Czechia,Cheese from skimmed cow milk,2021,62606.19
Czechia,Cheese from skimmed cow milk,2022,55673.23
Czechia,Cheese from skimmed cow milk,2023,53963.68
Czechia,Cheese from whole cow milk,1993,88621.0
Czechia,Cheese from whole cow milk,1994,73175.0
Czechia,Cheese from whole cow milk,1995,65577.0
Czechia,Cheese from whole cow milk,1996,86326.0
Czechia,Cheese from whole cow milk,1997,97547.0
Czechia,Cheese from whole cow milk,1998,110200.0
Czechia,Cheese from whole cow milk,1999,111800.0
Czechia,Cheese from whole cow milk,2000,116407.0
Czechia,Cheese from whole cow milk,2001,112793.0
